stop_date,stop_time,country_name,driver_gender,driver_age_raw,driver_age,driver_race,violation_raw,violation,search_conducted,search_type,stop_outcome,is_arrested,stop_duration,drugs_related_stop,vehicle_number
2020-01-11,17:02:00,Canada,F,73,23,Other,Speeding,Signal,0,Frisk,Warning,0,0-15 Min,1,RJ11EZ7036
2020-01-11,17:03:00,India,F,60,35,Black,Seatbelt,Seatbelt,0,Frisk,Ticket,0,30+ Min,1,DL92ZR5255
2020-01-11,17:04:00,Canada,M,67,26,Other,Speeding,DUI,1,Frisk,Arrest,1,16-30 Min,0,DL58QR8247
2020-01-11,17:05:00,USA,M,39,36,Asian,Other,Seatbelt,0,Frisk,Arrest,1,30+ Min,1,UP37EO9887
2020-01-11,17:06:00,USA,F,33,41,Other,Seatbelt,Signal,1,Frisk,Warning,0,30+ Min,1,RJ66KH7984
2020-01-11,17:07:00,USA,M,34,71,Asian,Drunk Driving,Other,1,Frisk,Arrest,0,0-15 Min,1,KA37FC8946
2020-01-11,17:08:00,India,M,43,56,Asian,Speeding,Other,0,Frisk,Warning,1,30+ Min,0,TN12XN2702
2020-01-11,17:09:00,India,F,49,28,Black,Drunk Driving,Seatbelt,0,Frisk,Warning,1,0-15 Min,1,GJ42KD6836
2020-01-11,17:10:00,USA,F,28,54,Hispanic,Seatbelt,Other,0,Vehicle Search,Warning,0,30+ Min,0,GJ82IF4833
2020-01-11,17:11:00,USA,M,23,24,Asian,Drunk Driving,Seatbelt,1,Vehicle Search,Arrest,1,16-30 Min,1,WB60KN2364
2020-01-11,17:12:00,USA,M,65,45,Other,Speeding,Speeding,0,Vehicle Search,Ticket,0,0-15 Min,0,GJ27XK4826
2020-01-11,17:13:00,Canada,F,33,44,White,Speeding,Speeding,0,Vehicle Search,Ticket,0,16-30 Min,1,UP19EQ9791
2020-01-11,17:14:00,India,M,62,55,Asian,Other,Seatbelt,1,Vehicle Search,Ticket,0,16-30 Min,1,MH55WD2804
2020-01-11,17:15:00,Canada,M,44,19,Black,Seatbelt,Signal,1,Frisk,Arrest,0,30+ Min,0,GJ78MO3146
2020-01-11,17:16:00,India,F,51,41,Black,Speeding,Other,1,Frisk,Warning,0,30+ Min,1,MH80MK9495
2020-01-11,17:17:00,Canada,F,45,63,Other,Speeding,Seatbelt,0,Vehicle Search,Arrest,1,0-15 Min,1,GJ45ID6204
2020-01-11,17:18:00,USA,F,77,66,Black,Speeding,DUI,1,Frisk,Arrest,0,0-15 Min,0,UP35TQ3861
2020-01-11,17:19:00,USA,F,39,61,Black,Other,Other,1,Vehicle Search,Ticket,1,0-15 Min,1,WB75MX1203
2020-01-11,17:20:00,India,M,38,23,Other,Drunk Driving,Signal,0,Vehicle Search,Ticket,1,16-30 Min,0,RJ42HD9296
2020-01-11,17:21:00,USA,F,40,74,Hispanic,Drunk Driving,Seatbelt,1,Vehicle Search,Ticket,0,16-30 Min,0,MH47QR6258
2020-01-11,17:22:00,India,M,37,73,Hispanic,Other,Seatbelt,1,Vehicle Search,Arrest,0,0-15 Min,1,MH40ET1280
2020-01-11,17:23:00,Canada,F,42,29,White,Signal Violation,DUI,1,Frisk,Arrest,1,0-15 Min,1,TN20CM5338
2020-01-11,17:24:00,USA,M,68,68,Hispanic,Drunk Driving,Signal,0,Frisk,Warning,1,0-15 Min,1,TN16IJ6455
2020-01-11,17:25:00,India,F,80,66,Other,Signal Violation,DUI,1,Vehicle Search,Arrest,1,0-15 Min,0,TN88DV8295
2020-01-11,17:26:00,India,F,35,32,Black,Drunk Driving,DUI,0,Vehicle Search,Ticket,0,30+ Min,0,MH40LA5264
2020-01-11,17:27:00,Canada,M,39,48,Hispanic,Seatbelt,DUI,1,Vehicle Search,Arrest,1,0-15 Min,1,WB20IL8122
2020-01-11,17:28:00,Canada,M,27,31,Other,Seatbelt,Signal,0,Vehicle Search,Ticket,1,0-15 Min,1,RJ14PO7188
2020-01-11,17:29:00,Canada,F,62,37,Asian,Signal Violation,Signal,0,Frisk,Arrest,1,0-15 Min,1,DL76OG9510
2020-01-11,17:30:00,Canada,F,67,56,Asian,Other,DUI,0,Frisk,Warning,1,16-30 Min,0,RJ19CA8109
2020-01-11,17:31:00,Canada,M,25,40,Hispanic,Other,Signal,0,Frisk,Ticket,0,30+ Min,1,MH53DW3603
2020-01-11,17:32:00,India,M,47,39,Asian,Signal Violation,DUI,1,Frisk,Ticket,1,16-30 Min,1,RJ10XU5268
2020-01-11,17:33:00,India,F,57,79,Asian,Drunk Driving,Signal,0,Frisk,Warning,1,16-30 Min,0,DL94RV1699
2020-01-11,17:34:00,USA,M,70,64,Asian,Other,Speeding,1,Vehicle Search,Arrest,1,0-15 Min,0,GJ13OW3837
2020-01-11,17:35:00,Canada,M,45,80,Other,Other,Seatbelt,0,Vehicle Search,Ticket,0,30+ Min,1,RJ73SD6439
2020-01-11,17:36:00,Canada,F,75,62,Asian,Speeding,Speeding,0,Vehicle Search,Ticket,0,0-15 Min,0,WB32TP8424
2020-01-11,17:37:00,India,F,66,39,Black,Signal Violation,Other,1,Frisk,Warning,0,30+ Min,1,DL16IG8111
2020-01-11,17:38:00,Canada,M,21,19,Hispanic,Speeding,Signal,0,Frisk,Arrest,0,0-15 Min,0,DL62UB6158
2020-01-11,17:39:00,Canada,F,73,76,Asian,Other,Speeding,1,Frisk,Warning,0,16-30 Min,0,TN51ZT4594
2020-01-11,17:40:00,Canada,M,27,67,White,Speeding,DUI,0,Frisk,Arrest,0,16-30 Min,0,GJ28TN4360
2020-01-11,17:41:00,Canada,M,62,30,Other,Seatbelt,Signal,0,Vehicle Search,Arrest,0,30+ Min,0,KA81ZX2346
2020-01-11,17:42:00,USA,F,58,20,Asian,Speeding,Seatbelt,0,Vehicle Search,Ticket,0,30+ Min,1,MH13QG5856
2020-01-11,17:43:00,India,M,49,26,Black,Signal Violation,Speeding,1,Vehicle Search,Warning,1,16-30 Min,1,TN33QH4145
2020-01-11,17:44:00,Canada,M,71,59,Other,Speeding,Other,0,Vehicle Search,Ticket,0,0-15 Min,1,DL21DU4265
2020-01-11,17:45:00,Canada,F,72,56,Hispanic,Drunk Driving,Seatbelt,0,Vehicle Search,Warning,1,30+ Min,0,UP44VT5727
2020-01-11,17:46:00,Canada,F,76,79,White,Seatbelt,Other,1,Vehicle Search,Warning,0,16-30 Min,0,TN96SJ4706
2020-01-11,17:47:00,India,M,32,43,Other,Seatbelt,Signal,1,Vehicle Search,Arrest,1,30+ Min,0,MH33DM1445
2020-01-11,17:48:00,USA,F,75,39,Other,Speeding,Seatbelt,0,Vehicle Search,Warning,1,16-30 Min,1,GJ71TB7166
2020-01-11,17:49:00,USA,M,80,71,Other,Signal Violation,DUI,1,Vehicle Search,Arrest,0,16-30 Min,0,RJ94XT1642
2020-01-11,17:50:00,Canada,M,47,77,Black,Speeding,DUI,0,Frisk,Warning,0,30+ Min,0,KA75NI5970
2020-01-11,17:51:00,Canada,F,75,58,Other,Drunk Driving,Speeding,0,Frisk,Arrest,1,30+ Min,1,WB28ML3361
2020-01-11,17:52:00,Canada,M,31,38,White,Other,DUI,1,Frisk,Ticket,1,0-15 Min,1,TN10SN6484
2020-01-11,17:53:00,Canada,M,69,66,Black,Other,Signal,1,Vehicle Search,Warning,0,0-15 Min,0,TN55OQ8965
2020-01-11,17:54:00,Canada,F,38,39,Other,Speeding,Seatbelt,0,Vehicle Search,Ticket,1,30+ Min,0,UP97UV1745
2020-01-11,17:55:00,India,M,53,53,White,Speeding,DUI,1,Frisk,Arrest,0,30+ Min,0,UP73SY6525
2020-01-11,17:56:00,India,M,52,30,Black,Other,Seatbelt,0,Frisk,Ticket,0,30+ Min,1,GJ16CP9341
2020-01-11,17:57:00,USA,M,71,20,White,Speeding,DUI,0,Frisk,Arrest,0,30+ Min,1,MH25HQ5320
2020-01-11,17:58:00,USA,M,69,32,White,Other,Signal,1,Frisk,Warning,1,30+ Min,1,DL98JM9708
2020-01-11,17:59:00,India,F,61,79,Asian,Other,Other,1,Frisk,Warning,1,16-30 Min,0,KA47DC2034
2020-01-11,18:00:00,USA,M,66,34,Other,Speeding,Seatbelt,0,Vehicle Search,Ticket,1,16-30 Min,1,GJ92NS5239
2020-01-11,18:01:00,USA,F,77,79,Other,Speeding,Other,1,Vehicle Search,Ticket,1,16-30 Min,0,KA20NX9404
2020-01-11,18:02:00,Canada,M,79,80,White,Seatbelt,DUI,0,Vehicle Search,Warning,1,0-15 Min,0,GJ80KL1959
2020-01-11,18:03:00,India,F,31,44,Other,Other,Other,1,Vehicle Search,Ticket,0,30+ Min,1,GJ96ZG2484
2020-01-11,18:04:00,USA,M,75,32,Black,Seatbelt,Speeding,0,Frisk,Arrest,0,30+ Min,0,MH28MI1417
2020-01-11,18:05:00,India,F,78,33,Asian,Other,Speeding,0,Frisk,Ticket,1,30+ Min,0,TN11LL1708
2020-01-11,18:06:00,USA,M,29,45,Other,Signal Violation,Signal,1,Vehicle Search,Arrest,1,0-15 Min,1,DL92CA5883
2020-01-11,18:07:00,USA,M,78,25,Other,Drunk Driving,Signal,0,Vehicle Search,Warning,1,16-30 Min,0,RJ13GR6408
2020-01-11,18:08:00,Canada,M,40,20,Asian,Seatbelt,Seatbelt,1,Vehicle Search,Arrest,1,16-30 Min,0,KA34QY4992
2020-01-11,18:09:00,Canada,M,59,26,Other,Signal Violation,DUI,1,Vehicle Search,Ticket,1,0-15 Min,1,TN86TB4537
2020-01-11,18:10:00,Canada,F,64,19,Hispanic,Drunk Driving,Signal,1,Frisk,Warning,0,30+ Min,1,TN47LZ7404
2020-01-11,18:11:00,USA,M,56,43,Asian,Signal Violation,Seatbelt,1,Frisk,Warning,0,16-30 Min,1,GJ50NW1731
2020-01-11,18:12:00,USA,M,58,80,Asian,Other,DUI,1,Vehicle Search,Ticket,0,16-30 Min,1,WB62LG9238
2020-01-11,18:13:00,Canada,M,29,65,Black,Signal Violation,Speeding,0,Vehicle Search,Arrest,1,0-15 Min,0,UP76BF8387
2020-01-11,18:14:00,India,F,46,24,Hispanic,Other,Speeding,0,Vehicle Search,Warning,1,16-30 Min,1,WB59EC5782
2020-01-11,18:15:00,USA,M,19,26,Hispanic,Signal Violation,Speeding,1,Vehicle Search,Arrest,0,30+ Min,1,MH61PJ9108
2020-01-11,18:16:00,Canada,F,47,26,Black,Speeding,Speeding,0,Frisk,Warning,0,0-15 Min,1,MH37SV6724
2020-01-11,18:17:00,Canada,F,31,55,White,Seatbelt,Signal,1,Frisk,Ticket,0,16-30 Min,0,KA93FP3927
2020-01-11,18:18:00,India,F,62,39,White,Signal Violation,Seatbelt,1,Frisk,Warning,1,0-15 Min,1,UP18NP5656
2020-01-11,18:19:00,Canada,F,72,20,Black,Drunk Driving,Signal,1,Frisk,Arrest,1,0-15 Min,0,KA43DM5837
2020-01-11,18:20:00,USA,M,18,69,Other,Seatbelt,Other,0,Vehicle Search,Ticket,0,16-30 Min,0,TN83VZ6446
2020-01-11,18:21:00,USA,M,46,39,Other,Seatbelt,Other,0,Vehicle Search,Arrest,1,0-15 Min,1,UP63KX3377
2020-01-11,18:22:00,Canada,M,63,28,Other,Speeding,Speeding,0,Vehicle Search,Ticket,1,16-30 Min,1,RJ92WR6390
2020-01-11,18:23:00,USA,F,57,53,Black,Speeding,DUI,0,Vehicle Search,Ticket,0,30+ Min,1,UP78WR6428
2020-01-11,18:24:00,India,F,68,25,Asian,Drunk Driving,Other,0,Vehicle Search,Ticket,1,30+ Min,0,TN78RP3494
2020-01-11,18:25:00,Canada,M,41,70,Hispanic,Other,DUI,0,Vehicle Search,Ticket,0,16-30 Min,0,DL83KP5291
2020-01-11,18:26:00,USA,F,67,71,Hispanic,Signal Violation,Speeding,1,Vehicle Search,Warning,0,16-30 Min,1,RJ78JM7587
2020-01-11,18:27:00,USA,F,54,42,Other,Other,Signal,0,Vehicle Search,Arrest,0,16-30 Min,0,DL64MQ6400
2020-01-11,18:28:00,USA,M,77,22,Hispanic,Seatbelt,DUI,1,Vehicle Search,Arrest,1,0-15 Min,0,GJ13VH3420
2020-01-11,18:29:00,India,M,74,22,Hispanic,Speeding,DUI,1,Frisk,Ticket,1,30+ Min,0,KA86WZ1668
2020-01-11,18:30:00,Canada,M,33,26,Black,Other,Signal,0,Frisk,Ticket,0,0-15 Min,1,GJ72FR6573
2020-01-11,18:31:00,USA,F,65,40,Black,Signal Violation,Speeding,1,Frisk,Ticket,1,0-15 Min,0,UP71TM4000
2020-01-11,18:32:00,USA,F,54,58,Black,Speeding,Other,0,Frisk,Ticket,0,16-30 Min,0,DL69WF4197
2020-01-11,18:33:00,Canada,M,50,35,White,Signal Violation,Other,1,Vehicle Search,Arrest,0,16-30 Min,1,MH84UM8788
2020-01-11,18:34:00,USA,M,20,80,Hispanic,Seatbelt,DUI,0,Vehicle Search,Ticket,0,16-30 Min,1,UP44ML2453
2020-01-11,18:35:00,Canada,F,43,18,White,Other,DUI,0,Frisk,Ticket,1,16-30 Min,0,MH87AT8717
2020-01-11,18:36:00,USA,F,24,50,Hispanic,Drunk Driving,Speeding,0,Frisk,Warning,0,30+ Min,0,DL79OJ2379
2020-01-11,18:37:00,Canada,F,41,72,Other,Signal Violation,Speeding,0,Frisk,Arrest,0,16-30 Min,0,WB85HK7481
2020-01-11,18:38:00,India,F,76,68,Black,Speeding,Seatbelt,0,Vehicle Search,Arrest,0,16-30 Min,1,KA46VH5746
2020-01-11,18:39:00,Canada,F,45,80,Hispanic,Signal Violation,DUI,0,Frisk,Ticket,1,0-15 Min,1,TN64VI8763
2020-01-11,18:40:00,Canada,M,67,55,Other,Speeding,Signal,0,Frisk,Ticket,1,30+ Min,1,KA61DZ8013
2020-01-11,18:41:00,Canada,F,77,61,Asian,Drunk Driving,Other,1,Vehicle Search,Ticket,0,30+ Min,1,RJ58OU3366
2020-01-11,18:42:00,Canada,M,78,62,Asian,Signal Violation,Speeding,1,Frisk,Warning,1,16-30 Min,0,UP10JJ6206
2020-01-11,18:43:00,USA,M,40,31,White,Other,DUI,0,Frisk,Arrest,0,16-30 Min,1,DL43XB3299
2020-01-11,18:44:00,USA,F,29,64,Other,Other,Seatbelt,1,Frisk,Ticket,0,30+ Min,1,UP89YI6769
2020-01-11,18:45:00,USA,F,67,45,Other,Signal Violation,Speeding,1,Vehicle Search,Arrest,0,30+ Min,1,TN66DR7462
2020-01-11,18:46:00,India,F,65,30,White,Seatbelt,Seatbelt,0,Frisk,Warning,1,0-15 Min,1,RJ77EY1271
2020-01-11,18:47:00,Canada,F,40,74,Black,Other,Signal,1,Frisk,Ticket,1,30+ Min,0,KA66AQ5576
2020-01-11,18:48:00,India,M,61,19,White,Signal Violation,Other,0,Frisk,Warning,1,30+ Min,0,WB75RU6923
2020-01-11,18:49:00,USA,F,70,66,Hispanic,Other,Signal,1,Frisk,Arrest,0,0-15 Min,1,UP92VD2058
2020-01-11,18:50:00,Canada,F,37,22,Black,Signal Violation,Seatbelt,1,Vehicle Search,Warning,0,30+ Min,0,KA57WB5721
2020-01-11,18:51:00,India,M,18,76,Black,Speeding,Seatbelt,1,Vehicle Search,Warning,1,16-30 Min,1,DL60MH1977
2020-01-11,18:52:00,India,F,51,25,Other,Signal Violation,Signal,0,Vehicle Search,Warning,1,0-15 Min,1,KA72PE1342
2020-01-11,18:53:00,Canada,M,63,61,White,Other,Other,0,Vehicle Search,Ticket,1,0-15 Min,0,GJ79RY9932
2020-01-11,18:54:00,Canada,F,23,35,Black,Drunk Driving,Speeding,0,Vehicle Search,Arrest,1,16-30 Min,0,RJ64MR4891
2020-01-11,18:55:00,India,M,46,56,Asian,Seatbelt,DUI,1,Vehicle Search,Ticket,0,0-15 Min,0,MH44WN9762
2020-01-11,18:56:00,Canada,M,57,73,Hispanic,Drunk Driving,Speeding,1,Frisk,Ticket,0,16-30 Min,0,WB57IS6967
2020-01-11,18:57:00,Canada,M,69,62,Black,Other,Other,1,Vehicle Search,Warning,1,30+ Min,0,DL78DQ5775
2020-01-11,18:58:00,USA,F,19,56,Asian,Drunk Driving,Other,1,Frisk,Arrest,0,16-30 Min,0,WB42VA7814
2020-01-11,18:59:00,Canada,F,49,68,White,Speeding,Speeding,0,Vehicle Search,Arrest,1,0-15 Min,1,KA51GG3896
2020-01-11,19:00:00,USA,F,44,72,Other,Other,Other,0,Vehicle Search,Warning,0,0-15 Min,0,GJ98YB4662
2020-01-11,19:01:00,Canada,F,29,29,Asian,Speeding,Speeding,0,Frisk,Ticket,1,30+ Min,0,DL82MD5975
2020-01-11,19:02:00,India,F,23,47,White,Signal Violation,Speeding,1,Frisk,Ticket,1,16-30 Min,1,DL27EB4888
2020-01-11,19:03:00,Canada,M,51,25,Black,Drunk Driving,Speeding,0,Frisk,Ticket,1,30+ Min,0,WB70OP6374
2020-01-11,19:04:00,India,F,71,25,White,Drunk Driving,Other,0,Frisk,Arrest,1,0-15 Min,0,DL38EQ2736
2020-01-11,19:05:00,India,M,43,51,White,Seatbelt,Seatbelt,1,Frisk,Ticket,1,16-30 Min,1,MH24QT2155
2020-01-11,19:06:00,Canada,F,28,46,Hispanic,Speeding,Other,0,Vehicle Search,Warning,1,0-15 Min,0,MH25YS7568
2020-01-11,19:07:00,India,F,65,32,Asian,Drunk Driving,Seatbelt,0,Vehicle Search,Arrest,1,30+ Min,1,GJ95IC5930
2020-01-11,19:08:00,USA,M,74,24,Black,Drunk Driving,Speeding,1,Vehicle Search,Arrest,1,16-30 Min,1,KA26YL2907
2020-01-11,19:09:00,India,F,21,74,Hispanic,Speeding,Signal,0,Frisk,Warning,0,30+ Min,0,DL15UG5157
2020-01-11,19:10:00,USA,F,62,35,Black,Drunk Driving,Other,1,Frisk,Ticket,0,30+ Min,0,RJ43FZ1599
2020-01-11,19:11:00,India,F,20,33,White,Signal Violation,Other,0,Vehicle Search,Warning,1,16-30 Min,0,UP76WS4824
2020-01-11,19:12:00,Canada,M,28,50,Hispanic,Speeding,Signal,1,Vehicle Search,Warning,1,16-30 Min,1,WB71LF8210
2020-01-11,19:13:00,USA,F,71,59,Other,Signal Violation,Speeding,0,Vehicle Search,Ticket,0,16-30 Min,0,GJ68WZ4984
2020-01-11,19:14:00,Canada,M,35,49,Hispanic,Signal Violation,Signal,1,Vehicle Search,Arrest,1,16-30 Min,1,DL45AC8658
2020-01-11,19:15:00,Canada,M,46,43,Other,Seatbelt,Speeding,0,Frisk,Arrest,1,30+ Min,1,DL11JW1438
2020-01-11,19:16:00,Canada,F,23,70,Black,Speeding,Seatbelt,0,Vehicle Search,Warning,1,0-15 Min,1,MH30HR1527
2020-01-11,19:17:00,India,M,43,25,White,Drunk Driving,Seatbelt,0,Vehicle Search,Ticket,1,16-30 Min,0,TN22BM5938
2020-01-11,19:18:00,USA,M,52,19,Asian,Drunk Driving,Signal,1,Frisk,Arrest,0,16-30 Min,1,WB26WW1341
2020-01-11,19:19:00,USA,M,32,53,Black,Signal Violation,Speeding,0,Vehicle Search,Warning,0,30+ Min,1,DL67PS5000
2020-01-11,19:20:00,India,M,36,47,Asian,Speeding,Other,0,Vehicle Search,Arrest,1,0-15 Min,0,UP73VO1408
2020-01-11,19:21:00,USA,M,39,59,White,Other,DUI,1,Vehicle Search,Ticket,0,30+ Min,1,MH49WK7030
2020-01-11,19:22:00,USA,M,23,68,Hispanic,Speeding,Other,0,Vehicle Search,Ticket,1,16-30 Min,0,MH18ZH5106
2020-01-11,19:23:00,India,M,28,54,Hispanic,Signal Violation,DUI,0,Vehicle Search,Ticket,1,16-30 Min,1,MH57SC6678
2020-01-11,19:24:00,India,F,48,36,Asian,Seatbelt,Seatbelt,0,Frisk,Arrest,1,0-15 Min,1,WB44JS3253
2020-01-11,19:25:00,Canada,M,27,27,Other,Other,Seatbelt,1,Vehicle Search,Arrest,0,0-15 Min,1,DL35HF6021
2020-01-11,19:26:00,Canada,F,43,49,White,Signal Violation,Speeding,1,Vehicle Search,Warning,1,16-30 Min,0,GJ39FR5409
2020-01-11,19:27:00,Canada,F,52,75,Asian,Speeding,Signal,1,Vehicle Search,Arrest,1,16-30 Min,1,MH14RV7367
2020-01-11,19:28:00,Canada,M,39,23,Other,Signal Violation,Signal,1,Frisk,Warning,0,0-15 Min,0,TN21RV5363
2020-01-11,19:29:00,India,F,39,48,White,Speeding,Speeding,0,Vehicle Search,Ticket,0,16-30 Min,0,RJ73NZ3425
2020-01-11,19:30:00,India,M,21,46,Asian,Signal Violation,Speeding,1,Vehicle Search,Arrest,0,16-30 Min,1,WB36TC7129
2020-01-11,19:31:00,USA,F,42,20,White,Other,Speeding,1,Frisk,Arrest,1,0-15 Min,0,KA26WM2077
2020-01-11,19:32:00,Canada,M,34,29,Hispanic,Seatbelt,Other,1,Vehicle Search,Arrest,1,0-15 Min,0,DL44DX9975
2020-01-11,19:33:00,India,F,56,24,White,Signal Violation,Seatbelt,1,Vehicle Search,Warning,1,0-15 Min,1,UP81AK6493
2020-01-11,19:34:00,Canada,F,40,33,White,Drunk Driving,Seatbelt,0,Frisk,Ticket,0,30+ Min,0,DL81NF3550
2020-01-11,19:35:00,India,M,69,71,White,Signal Violation,DUI,0,Vehicle Search,Arrest,1,0-15 Min,1,TN76ZO5778
2020-01-11,19:36:00,USA,F,45,19,White,Signal Violation,Other,0,Vehicle Search,Arrest,0,0-15 Min,0,RJ76GJ6376
2020-01-11,19:37:00,India,M,52,76,Other,Seatbelt,Seatbelt,0,Vehicle Search,Warning,1,0-15 Min,1,KA25GW3186
2020-01-11,19:38:00,USA,F,33,25,Hispanic,Other,Signal,0,Vehicle Search,Warning,1,30+ Min,1,GJ82JY6924
2020-01-11,19:39:00,USA,M,25,69,Asian,Seatbelt,Seatbelt,0,Frisk,Arrest,1,0-15 Min,1,DL91YS6325
2020-01-11,19:40:00,USA,F,77,26,Asian,Seatbelt,DUI,1,Frisk,Arrest,1,0-15 Min,1,KA55OZ9768
2020-01-11,19:41:00,USA,M,25,31,Asian,Other,Signal,0,Vehicle Search,Ticket,1,16-30 Min,1,GJ52MB9355
2020-01-11,19:42:00,USA,M,37,52,Other,Speeding,Signal,0,Vehicle Search,Warning,0,16-30 Min,1,DL82NU9196
2020-01-11,19:43:00,Canada,F,73,21,Asian,Signal Violation,DUI,1,Vehicle Search,Warning,0,16-30 Min,1,RJ91DD8247
2020-01-11,19:44:00,USA,M,55,38,White,Seatbelt,Speeding,0,Vehicle Search,Arrest,1,0-15 Min,0,TN21QA3249
2020-01-11,19:45:00,Canada,M,52,55,Asian,Other,Speeding,0,Frisk,Arrest,1,16-30 Min,0,MH26IL7509
2020-01-11,19:46:00,India,M,32,33,Other,Signal Violation,Speeding,0,Frisk,Ticket,1,0-15 Min,0,GJ47JK4820
2020-01-11,19:47:00,India,F,22,36,Hispanic,Speeding,Other,0,Vehicle Search,Warning,0,16-30 Min,1,UP29RZ3651
2020-01-11,19:48:00,Canada,F,70,40,White,Speeding,Other,1,Frisk,Arrest,0,0-15 Min,0,MH58PF8190
2020-01-11,19:49:00,USA,M,71,74,Black,Seatbelt,Other,0,Frisk,Warning,1,0-15 Min,0,KA65AO5915
2020-01-11,19:50:00,India,M,33,79,White,Seatbelt,Speeding,1,Frisk,Ticket,0,16-30 Min,0,TN45LE1181
2020-01-11,19:51:00,India,F,79,71,Other,Seatbelt,DUI,0,Vehicle Search,Arrest,0,16-30 Min,0,RJ29TN6081
2020-01-11,19:52:00,Canada,F,26,19,Hispanic,Other,Speeding,0,Vehicle Search,Arrest,0,16-30 Min,1,DL88XF5430
2020-01-11,19:53:00,Canada,F,19,42,Hispanic,Speeding,Signal,1,Vehicle Search,Warning,1,0-15 Min,0,RJ64NK4803
2020-01-11,19:54:00,India,F,51,73,Hispanic,Speeding,Other,1,Vehicle Search,Ticket,1,16-30 Min,0,UP74GI7953
2020-01-11,19:55:00,India,F,30,22,Black,Speeding,Seatbelt,1,Vehicle Search,Ticket,0,16-30 Min,1,KA23BD1342
2020-01-11,19:56:00,Canada,M,37,63,Hispanic,Seatbelt,Other,1,Frisk,Ticket,0,30+ Min,1,UP25ZH2015
2020-01-11,19:57:00,Canada,F,77,41,White,Speeding,Seatbelt,0,Vehicle Search,Ticket,1,16-30 Min,1,RJ87VN8450
2020-01-11,19:58:00,USA,F,61,51,Hispanic,Speeding,Speeding,0,Frisk,Ticket,0,16-30 Min,0,UP71MX9232
2020-01-11,19:59:00,India,F,51,20,Other,Speeding,Speeding,0,Frisk,Arrest,1,16-30 Min,0,DL76LY3128
2020-01-11,20:00:00,India,M,22,27,Other,Seatbelt,Signal,0,Vehicle Search,Ticket,0,30+ Min,0,DL44PL5397
2020-01-11,20:01:00,Canada,F,75,53,White,Other,Speeding,0,Vehicle Search,Arrest,1,30+ Min,0,MH91OQ8313
2020-01-11,20:02:00,India,F,67,46,Other,Drunk Driving,Signal,1,Vehicle Search,Warning,0,30+ Min,0,RJ48KD6131
2020-01-11,20:03:00,USA,F,51,63,Other,Other,DUI,1,Frisk,Warning,0,30+ Min,0,KA38PZ6359
2020-01-11,20:04:00,USA,M,55,18,Other,Speeding,Speeding,0,Frisk,Warning,0,30+ Min,0,UP56VL3721
2020-01-11,20:05:00,USA,M,35,51,Black,Signal Violation,Speeding,1,Vehicle Search,Arrest,0,0-15 Min,1,RJ48KK7958
2020-01-11,20:06:00,USA,F,19,44,White,Signal Violation,Seatbelt,0,Vehicle Search,Ticket,0,30+ Min,1,UP64AI3414
2020-01-11,20:07:00,India,F,69,71,Other,Signal Violation,Other,0,Frisk,Warning,0,16-30 Min,0,RJ64MK8471
2020-01-11,20:08:00,USA,M,20,67,Hispanic,Seatbelt,DUI,1,Frisk,Arrest,1,16-30 Min,0,KA85MA3351
2020-01-11,20:09:00,Canada,M,23,71,Asian,Speeding,Signal,1,Frisk,Arrest,0,30+ Min,0,GJ29BP6986
2020-01-11,20:10:00,Canada,M,37,73,Hispanic,Other,Speeding,0,Frisk,Arrest,0,16-30 Min,1,DL95EP2357
2020-01-11,20:11:00,Canada,M,53,39,Hispanic,Drunk Driving,Speeding,0,Frisk,Ticket,0,16-30 Min,1,DL24PR8895
2020-01-11,20:12:00,Canada,F,57,32,White,Signal Violation,Other,0,Frisk,Warning,0,30+ Min,1,DL41VT6115
2020-01-11,20:13:00,USA,F,44,57,Asian,Speeding,Signal,1,Frisk,Warning,0,30+ Min,1,DL63TJ6584
2020-01-11,20:14:00,USA,F,74,60,Hispanic,Signal Violation,Speeding,0,Frisk,Warning,1,30+ Min,0,TN70NV3398
2020-01-11,20:15:00,USA,F,45,24,Asian,Signal Violation,Seatbelt,0,Frisk,Warning,1,30+ Min,0,RJ38FG6329
2020-01-11,20:16:00,India,F,47,78,White,Seatbelt,Signal,1,Vehicle Search,Arrest,0,30+ Min,1,RJ45KW7766
2020-01-11,20:17:00,USA,M,76,63,Asian,Seatbelt,Seatbelt,1,Frisk,Warning,1,30+ Min,0,KA10XB8499
2020-01-11,20:18:00,India,F,36,26,White,Signal Violation,Other,1,Frisk,Warning,0,0-15 Min,1,TN90ZO9707
2020-01-11,20:19:00,USA,F,25,40,Hispanic,Speeding,Speeding,0,Frisk,Arrest,0,0-15 Min,0,UP46TQ5381
2020-01-11,20:20:00,USA,M,74,68,Other,Signal Violation,Other,1,Vehicle Search,Ticket,1,16-30 Min,0,WB48CP1709
2020-01-11,20:21:00,Canada,M,75,31,Hispanic,Seatbelt,Speeding,0,Frisk,Arrest,0,0-15 Min,0,RJ87IA7376
2020-01-11,20:22:00,USA,M,28,77,Asian,Seatbelt,Other,0,Vehicle Search,Warning,0,30+ Min,0,KA27QA4976
2020-01-11,20:23:00,India,M,43,63,Hispanic,Other,DUI,0,Vehicle Search,Arrest,1,30+ Min,0,WB51GM6862
